Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Goat,LaMancha,5,Female,72.0,Diarrhea,Appetite Loss,Lethargy,Dehydration,7 days,Yes,No,Yes,No,No,Yes,No,Yes,No,39.2°C,82,Gastrointestinal Infection
Pig,Poland China,3,Male,110.0,Fever,Coughing,Nasal Discharge,Weight Loss,6 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.8°C,87,Actinobacillus Pleuropneumonia
Dog,Golden Retriever,7,Male,30.0,Vomiting,Diarrhea,Appetite Loss,Lethargy,6 days,Yes,No,Yes,Yes,No,No,Yes,No,No,39.5°C,118,Canine Parvovirus
Cat,Sphynx,4,Male,5.2,Vomiting,Diarrhea,Appetite Loss,Lethargy,5 days,Yes,Yes,Yes,No,Yes,Yes,No,No,No,39.1°C,148,Feline Infectious Peritonitis
Horse,Clydesdale,15,Female,700.0,Swollen Joints,Lameness,Weight Loss,Lethargy,8 days,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.5°C,77,Equine Metabolic Syndrome
Cow,Simmental,8,Male,580.0,Appetite Loss,Weight Loss,Fever,Lethargy,6 days,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,39.3°C,80,Bovine Johne's Disease
Rabbit,Mini Rex,1,Female,1.2,Nasal Discharge,Lethargy,Appetite Loss,Sneezing,2 days,Yes,No,Yes,No,Yes,No,Yes,No,No,38.7°C,165,Pasteurellosis
Dog,Rottweiler,5,Female,42.0,Lethargy,Vomiting,Appetite Loss,Coughing,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,120,Canine Parvovirus
Cat,Bengal,3,Male,5.5,Nasal Discharge,Coughing,Sneezing,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,No,No,Yes,38.9°C,140,Feline Calicivirus
Horse,Thoroughbred,7,Female,480.0,Lameness,Appetite Loss,Swollen Legs,Fever,6 days,No,Yes,Yes,No,Yes,Yes,No,Yes,No,39.6°C,75,Equine Influenza
Cow,Angus,6,Male,550.0,Coughing,Nasal Discharge,Fever,Weight Loss,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.4°C,82,Bovine Respiratory Disease
Rabbit,Himalayan,2,Male,1.6,Nasal Discharge,Sneezing,Lethargy,Appetite Loss,3 days,Yes,Yes,No,Yes,No,No,Yes,No,No,38.5°C,150,Rabbit Hemorrhagic Disease
Sheep,Texel,4,Female,85.0,Lameness,Swollen Joints,Appetite Loss,Diarrhea,5 days,Yes,No,No,Yes,No,No,Yes,Yes,No,39.3°C,76,Blue Tongue Virus
Goat,Alpine,5,Male,72.0,Vomiting,Diarrhea,Fever,Appetite Loss,6 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.0°C,81,Caprine Arthritis Encephalitis
Pig,Duroc,3,Female,100.0,Coughing,Nasal Discharge,Appetite Loss,Lethargy,4 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.5°C,88,Swine Influenza
Dog,Doberman Pinscher,6,Male,40.0,Vomiting,Lethargy,Appetite Loss,Coughing,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,119,Canine Distemper
Cat,Siamese,4,Female,4.2,Nasal Discharge,Lethargy,Appetite Loss,Fever,6 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,38.8°C,145,Feline Leukemia Virus
Horse,Pinto,9,Male,530.0,Lameness,Coughing,Appetite Loss,Swollen Legs,7 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.7°C,77,Equine Infectious Anemia
Cow,Charolais,5,Female,620.0,Lethargy,Coughing,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.6°C,81,Bovine Tuberculosis
Rabbit,Mini Lop,1,Female,1.2,Nasal Discharge,Appetite Loss,Lethargy,Sneezing,2 days,Yes,Yes,Yes,Yes,No,No,Yes,No,No,38.7°C,155,Myxomatosis
Sheep,Suffolk,6,Male,90.0,Swollen Joints,Appetite Loss,Lethargy,Coughing,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,No,39.4°C,78,Caseous Lymphadenitis
Goat,Boer,3,Female,70.0,Fever,Vomiting,Diarrhea,Appetite Loss,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.5°C,80,Caprine Pleuropneumonia
Pig,Landrace,5,Male,120.0,Coughing,Nasal Discharge,Appetite Loss,Lethargy,6 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,39.2°C,85,Actinobacillus Pleuropneumonia
Dog,Pit Bull,4,Female,35.0,Lethargy,Vomiting,Appetite Loss,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125,Leptospirosis
Cat,Persian,5,Male,5.0,Eye Discharge,Nasal Discharge,Sneezing,Lethargy,4 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,38.9°C,148,Feline Herpesvirus
Horse,Mustang,12,Male,550.0,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,80,Equine Laminitis
Cow,Hereford,7,Female,580.0,Appetite Loss,Fever,Coughing,Lethargy,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,39.5°C,80,Bovine Johne's Disease
Rabbit,Holland Lop,3,Male,1.3,Nasal Discharge,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,No,Yes,Yes,No,38.6°C,160,Rabbit Syphilis
Sheep,Border Leicester,5,Male,90.0,Lethargy,Nasal Discharge,Swollen Joints,Appetite Loss,5 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.7°C,74,Chlamydia in Sheep
Goat,Nubian,6,Female,60.0,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,No,Yes,Yes,No,Yes,No,No,No,39.3°C,82,Caprine Respiratory Disease
Pig,Wessex Saddleback,3,Male,105.0,Vomiting,Fever,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,84,Actinobacillus Suis
Dog,Cocker Spaniel,5,Female,20.0,Vomiting,Lethargy,Appetite Loss,Fever,4 days,Yes,Yes,No,No,Yes,No,No,Yes,No,39.2°C,123,Canine Leptospirosis
Cat,Scottish Fold,4,Male,4.8,Coughing,Appetite Loss,Fever,Lethargy,5 days,Yes,No,Yes,No,No,Yes,No,Yes,Yes,38.8°C,147,Feline Chlamydia
Horse,Arabian,6,Female,500.0,Lameness,Appetite Loss,Swollen Legs,Coughing,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,No,39.4°C,79,Equine West Nile Virus
Cow,Jersey,5,Female,500.0,Coughing,Nasal Discharge,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,39.5°C,81,Bovine Viral Diarrhea
Rabbit,English Angora,2,Male,1.5,Sneezing,Nasal Discharge,Appetite Loss,Fever,3 days,Yes,No,No,Yes,Yes,No,Yes,No,No,38.9°C,153,Myxomatosis
Dog,German Shepherd,4,Female,45.0,Lethargy,Appetite Loss,Coughing,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.4°C,120,Canine Parvovirus
Cat,Maine Coon,3,Male,7.5,Lethargy,Vomiting,Appetite Loss,Diarrhea,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,39.1°C,148,Feline Infectious Peritonitis
Horse,Clydesdale,9,Male,850.0,Lameness,Coughing,Appetite Loss,Fever,6 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.2°C,79,Equine Rhinopneumonitis
Cow,Holstein,5,Female,620.0,Coughing,Fever,Appetite Loss,Lethargy,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.3°C,82,Bovine Respiratory Syncytial Virus
Rabbit,English Spot,2,Female,1.3,Sneezing,Nasal Discharge,Appetite Loss,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,38.8°C,155,Rabbit Syphilis
Sheep,Finnsheep,4,Male,70.0,Coughing,Lethargy,Appetite Loss,Swollen Joints,5 days,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,39.0°C,75,Scrapie
Goat,Saanen,5,Female,65.0,Vomiting,Fever,Diarrhea,Appetite Loss,6 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.4°C,80,Caprine Pleuropneumonia
Pig,Tamworth,3,Male,100.0,Coughing,Lethargy,Nasal Discharge,Appetite Loss,4 days,Yes,Yes,No,Yes,Yes,No,Yes,No,No,39.6°C,85,Porcine Epidemic Diarrhea
Dog,Poodle,6,Male,25.0,Lethargy,Appetite Loss,Coughing,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,110,Canine Distemper
Cat,Russian Blue,3,Female,4.8,Nasal Discharge,Coughing,Appetite Loss,Lethargy,4 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,38.9°C,145,Feline Leukemia Virus
Horse,Shetland Pony,8,Female,300.0,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.5°C,76,Equine Herpesvirus
Cow,Guernsey,7,Male,590.0,Coughing,Lethargy,Appetite Loss,Swollen Legs,6 days,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,78,Bovine Tuberculosis
Rabbit,Mini Rex,1,Female,1.1,Sneezing,Appetite Loss,Fever,Nasal Discharge,2 days,Yes,Yes,No,Yes,No,No,Yes,No,No,38.7°C,160,Myxomatosis
Sheep,Leicester Longwool,6,Male,95.0,Swollen Joints,Appetite Loss,Coughing,Lethargy,5 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.4°C,74,Chlamydia in Sheep
Goat,Nigerian Dwarf,2,Female,55.0,Vomiting,Fever,Appetite Loss,Lethargy,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,39.2°C,82,Caprine Arthritis Encephalitis
Pig,Large White,6,Female,115.0,Coughing,Nasal Discharge,Appetite Loss,Lethargy,7 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.7°C,83,Swine Influenza
Dog,Golden Retriever,7,Male,33.0,Lethargy,Vomiting,Appetite Loss,Fever,5 days,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,39.2°C,118,Canine Leptospirosis
Cat,Burmese,4,Male,4.3,Nasal Discharge,Coughing,Appetite Loss,Lethargy,3 days,Yes,No,No,Yes,No,Yes,Yes,No,Yes,39.0°C,150,Feline Calicivirus
Horse,Welsh Pony,5,Female,400.0,Lameness,Appetite Loss,Swollen Legs,Fever,4 days,No,Yes,Yes,No,Yes,No,Yes,Yes,No,39.4°C,78,Equine Influenza
Cow,Aberdeen Angus,6,Female,620.0,Coughing,Fever,Appetite Loss,Lethargy,5 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.2°C,80,Bovine Respiratory Disease
Rabbit,Himalayan,2,Male,1.2,Sneezing,Appetite Loss,Fever,Nasal Discharge,4 days,Yes,Yes,No,Yes,No,No,Yes,No,Yes,38.8°C,154,Rabbit Hemorrhagic Disease
Sheep,Dorset,3,Male,75.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.1°C,77,Foot and Mouth Disease
Goat,Toggenburg,5,Female,60.0,Vomiting,Diarrhea,Appetite Loss,Fever,4 days,Yes,Yes,Yes,No,Yes,No,Yes,No,No,39.6°C,81,Caprine Pleuropneumonia
Pig,Berkshire,4,Male,95.0,Coughing,Appetite Loss,Lethargy,Nasal Discharge,3 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,39.2°C,88,Porcine Reproductive and Respiratory Syndrome
Dog,Bulldog,5,Female,18.0,Lethargy,Coughing,Appetite Loss,Fever,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.3°C,115,Kennel Cough
Cat,Siamese,6,Male,5.5,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,No,Yes,No,No,Yes,Yes,No,39.0°C,149,Feline Infectious Peritonitis
Horse,Thoroughbred,8,Female,550.0,Lameness,Appetite Loss,Swollen Legs,Fever,5 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.2°C,77,Equine Herpesvirus
Cow,Ayrshire,4,Male,630.0,Coughing,Lethargy,Appetite Loss,Swollen Legs,6 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,39.1°C,79,Bovine Tuberculosis
Dog,Beagle,4,Female,15.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,39.2°C,125,Canine Influenza
Cat,Bengal,3,Male,5.0,Nasal Discharge,Coughing,Appetite Loss,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.0°C,140,Feline Calicivirus
Horse,Arabian,7,Female,500.0,Lameness,Appetite Loss,Swollen Legs,Fever,6 days,No,Yes,Yes,Yes,No,Yes,Yes,No,No,39.3°C,85,Equine Protozoal Myeloencephalitis
Cow,Jersey,5,Male,560.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.1°C,79,Bovine Tuberculosis
Rabbit,Himalayan,2,Male,1.2,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,No,Yes,No,Yes,38.7°C,155,Rabbit Hemorrhagic Disease
Sheep,Suffolk,5,Female,90.0,Coughing,Lethargy,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.2°C,72,Foot and Mouth Disease
Goat,Boer,6,Male,70.0,Vomiting,Diarrhea,Appetite Loss,Fever,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.4°C,80,Caprine Arthritis Encephalitis
Pig,Duroc,4,Female,105.0,Coughing,Appetite Loss,Nasal Discharge,Lethargy,3 days,Yes,No,Yes,No,Yes,No,Yes,No,Yes,39.5°C,83,Porcine Respiratory Disease Complex
Dog,Chihuahua,3,Male,6.0,Lethargy,Vomiting,Appetite Loss,Fever,2 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,39.0°C,118,Canine Parvovirus
Cat,Scottish Fold,5,Female,4.7,Nasal Discharge,Coughing,Appetite Loss,Fever,6 days,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,38.9°C,150,Feline Infectious Peritonitis
Horse,Mustang,8,Male,550.0,Lameness,Appetite Loss,Swollen Legs,Fever,7 days,No,Yes,Yes,Yes,Yes,No,No,Yes,No,39.1°C,87,Equine Influenza
Cow,Simmental,4,Male,650.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,39.3°C,78,Bovine Respiratory Syncytial Virus
Rabbit,Mini Lop,1,Female,1.0,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,Yes,No,Yes,No,No,38.8°C,158,Myxomatosis
Sheep,Karakul,5,Male,80.0,Swollen Joints,Coughing,Appetite Loss,Lethargy,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,39.4°C,75,Scrapie
Goat,Angora,6,Female,60.0,Vomiting,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.6°C,83,Caprine Pleuropneumonia
Pig,Landrace,4,Male,100.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,39.2°C,87,Porcine Epidemic Diarrhea
Dog,Rottweiler,5,Female,40.0,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.3°C,122,Canine Distemper
Cat,Abyssinian,3,Male,4.6,Nasal Discharge,Coughing,Appetite Loss,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,No,39.0°C,142,Feline Leukemia Virus
Horse,Tennessee Walking Horse,6,Female,600.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,39.4°C,82,Equine Rhinopneumonitis
Cow,Dexter,3,Male,450.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.3°C,79,Bovine Viral Diarrhea
Rabbit,Holland Lop,1,Male,1.0,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,38.9°C,153,Rabbit Syphilis
Sheep,Corriedale,4,Female,95.0,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.1°C,76,Blue Tongue
Goat,Kiko,5,Male,72.0,Vomiting,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,39.5°C,80,Caprine Pleuropneumonia
Pig,Hampshire,3,Female,105.0,Coughing,Appetite Loss,Lethargy,Nasal Discharge,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.2°C,86,Porcine Respiratory Disease Complex
Dog,Golden Retriever,7,Male,30.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,39.0°C,130,Canine Distemper
Cat,Persian,6,Female,4.2,Nasal Discharge,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.1°C,148,Feline Coronavirus
Horse,Standardbred,6,Male,650.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,80,Equine Influenza
Cow,Charolais,3,Male,700.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,39.2°C,77,Bovine Tuberculosis
Dog,Poodle,3,Female,20.0,Vomiting,Diarrhea,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,120,Parvovirus
Cat,Maine Coon,5,Male,8.5,Coughing,Appetite Loss,Lethargy,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.1°C,145,Feline Upper Respiratory Infection
Horse,Clydesdale,7,Female,850.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,39.2°C,82,Equine Herpesvirus
Cow,Holstein,4,Male,700.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,No,Yes,No,Yes,39.3°C,77,Bovine Respiratory Disease
Rabbit,Dutch,2,Male,1.8,Sneezing,Nasal Discharge,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,No,Yes,No,No,Yes,39.0°C,150,Rabbit Viral Hemorrhagic Disease
Sheep,Southdown,6,Female,80.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.3°C,74,Contagious Ecthyma
Goat,Nubian,4,Male,72.0,Vomiting,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.6°C,80,Pneumonia
Pig,Berkshire,5,Female,110.0,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,39.2°C,85,Swine Influenza
Dog,German Shepherd,4,Male,32.0,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,130,Canine Hepatitis
Cat,Sphynx,3,Female,5.0,Nasal Discharge,Appetite Loss,Coughing,Fever,4 days,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,39.0°C,155,Feline Rhinotracheitis
Horse,Andalusian,8,Male,550.0,Lameness,Swollen Legs,Appetite Loss,Fever,7 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,39.4°C,88,Equine Encephalomyelitis
Cow,Guernsey,5,Female,450.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,39.0°C,78,Bovine Parainfluenza
Rabbit,English Angora,3,Male,1.4,Sneezing,Nasal Discharge,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,38.9°C,148,Pasteurellosis
Sheep,Tunis,4,Male,95.0,Swollen Joints,Coughing,Appetite Loss,Lethargy,5 days,Yes,Yes,No,Yes,No,Yes,Yes,No,No,39.2°C,76,Bluetongue Virus
Goat,Boer,6,Female,75.0,Vomiting,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.7°C,82,Caprine Viral Arthritis
Pig,Large White,4,Male,120.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.1°C,86,Actinobacillus Pleuropneumonia
Dog,Bulldog,3,Female,25.0,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.2°C,125,Canine Leptospirosis
Cat,Russian Blue,2,Male,6.0,Nasal Discharge,Appetite Loss,Coughing,Fever,3 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.0°C,145,Feline Asthma
Horse,Thoroughbred,6,Female,650.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,No,Yes,No,Yes,No,Yes,Yes,No,39.3°C,84,Equine Influenza Virus
Cow,Red Poll,4,Male,680.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,39.4°C,77,Bovine Tuberculosis
Rabbit,Himalayan,2,Female,1.1,Sneezing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,38.8°C,150,Rabbit Calicivirus
Sheep,Romney,5,Female,90.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,39.1°C,75,Maedi-Visna
Goat,Alpine,5,Male,80.0,Vomiting,Diarrhea,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.5°C,80,Caseous Lymphadenitis
Pig,Pietrain,4,Female,130.0,Coughing,Appetite Loss,Lethargy,Nasal Discharge,6 days,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,39.2°C,88,Swine Erysipelas
Dog,Beagle,5,Male,25.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.2°C,120,Kennel Cough
Cat,Bengal,3,Female,6.0,Nasal Discharge,Appetite Loss,Coughing,Fever,4 days,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,39.1°C,145,Feline Herpesvirus
Horse,Appaloosa,9,Male,550.0,Lameness,Appetite Loss,Swollen Legs,Fever,7 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.4°C,80,Equine Infectious Anemia
Cow,Jersey,6,Female,500.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.2°C,75,Bovine Viral Diarrhea
Rabbit,English Lop,3,Male,2.0,Sneezing,Nasal Discharge,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.0°C,155,Myxomatosis
Sheep,Blackface,4,Male,95.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,No,Yes,Yes,No,Yes,No,39.3°C,77,Blue Tongue Disease
Goat,Saanen,5,Female,85.0,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.6°C,85,Caprine Arthritis Encephalitis
Pig,Landrace,6,Male,120.0,Coughing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,39.1°C,95,Actinobacillus Pleuropneumonia
Dog,Chihuahua,4,Female,5.0,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,110,Canine Parvovirus
Cat,Siberian,7,Male,10.2,Nasal Discharge,Appetite Loss,Coughing,Fever,5 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,39.0°C,135,Feline Asthma
Horse,Clydesdale,7,Female,800.0,Lameness,Swollen Legs,Appetite Loss,Fever,6 days,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,39.5°C,85,Equine Leptospirosis
Cow,Ayrshire,5,Male,720.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.3°C,82,Bovine Tuberculosis
Rabbit,Himalayan,4,Female,1.6,Sneezing,Appetite Loss,Nasal Discharge,Fever,5 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,145,Pasteurellosis
Sheep,Suffolk,4,Male,85.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.4°C,78,Contagious Abortion
Goat,Nubian,6,Female,95.0,Vomiting,Diarrhea,Lethargy,Fever,6 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,39.8°C,80,Pneumonia
Pig,Duroc,3,Male,110.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.2°C,100,Swine Dysentery
Dog,Boxer,6,Female,30.0,Lethargy,Vomiting,Appetite Loss,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,115,Canine Leptospirosis
Cat,Abyssinian,5,Male,4.5,Coughing,Appetite Loss,Nasal Discharge,Fever,3 days,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,39.0°C,140,Feline Respiratory Disease Complex
Horse,Morgan,5,Male,550.0,Lameness,Appetite Loss,Swollen Legs,Fever,6 days,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,39.2°C,80,Equine Herpesvirus
Cow,Belted Galloway,4,Female,650.0,Coughing,Appetite Loss,Lethargy,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,39.4°C,75,Bovine Tuberculosis
Rabbit,Dutch,3,Male,2.0,Sneezing,Appetite Loss,Nasal Discharge,Fever,4 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,39.1°C,150,Rabbit Hemorrhagic Disease
Sheep,Cheviot,3,Female,75.0,Coughing,Appetite Loss,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,Yes,Yes,No,39.3°C,77,Foot-and-Mouth Disease
Goat,Angora,4,Male,90.0,Vomiting,Diarrhea,Lethargy,Fever,5 days,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,39.6°C,82,Caprine Arthritis
Pig,Large White,5,Female,130.0,Coughing,Appetite Loss,Lethargy,Fever,6 days,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,39.0°C,90,Swine Flu
Dog,Yorkshire Terrier,4,Male,8.0,Lethargy,Vomiting,Appetite Loss,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.2°C,100,Canine Heartworm Disease
Cat,Maine Coon,6,Female,10.0,Coughing,Appetite Loss,Nasal Discharge,Fever,4 days,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,39.1°C,145,Feline Leukemia
